ORDERNUMBER,ORDERDATE,SALES,STATUS,QTR_ID,MONTH_ID,YEAR_ID,ORDERLINENUMBER,QUANTITYORDERED,PRICEEACH,PRODUCTCODE,CUSTOMERNAME
10211, 1/15/2004 0:00 ,4708.44, Shipped   ,1,1,2004,14,41,100.0, S10_1678   , Auto Canal Petit                    
10223, 2/20/2004 0:00 ,3965.66, Shipped   ,1,2,2004,1,37,100.0, S10_1678   ," ""Australian Collectors Co.""        "
10237, 4/5/2004 0:00  ,2333.12, Shipped   ,2,4,2004,7,23,100.0, S10_1678   , Vitachrome Inc.                     
10251, 5/18/2004 0:00 ,3188.64, Shipped   ,2,5,2004,2,28,100.0, S10_1678   , Tekni Collectables Inc.             
10263, 6/28/2004 0:00 ,3676.76, Shipped   ,2,6,2004,2,34,100.0, S10_1678   , Gift Depot Inc.                     
10275, 7/23/2004 0:00 ,4177.35, Shipped   ,3,7,2004,1,45,92.83, S10_1678   , La Rochelle Gifts                   
10285, 8/27/2004 0:00 ,4099.68, Shipped   ,3,8,2004,6,36,100.0, S10_1678   , Marta's Replicas Co.                
10299, 9/30/2004 0:00 ,2597.39, Shipped   ,3,9,2004,9,23,100.0, S10_1678   ," ""Toys of Finland Co.""              "
10309, 10/15/2004 0:00,4394.38, Shipped   ,4,10,2004,5,41,100.0, S10_1678   , Baane Mini Imports                  
10318, 11/2/2004 0:00 ,4358.04, Shipped   ,4,11,2004,1,46,94.74, S10_1678   , Diecast Classics Inc.               
10329, 11/15/2004 0:00,4396.14, Shipped   ,4,11,2004,1,42,100.0, S10_1678   , Land of Toys Inc.                   
10341, 11/24/2004 0:00,7737.93, Shipped   ,4,11,2004,9,41,100.0, S10_1678   , Salzburg Collectables               
10361, 12/17/2004 0:00,1451.0, Shipped   ,4,12,2004,13,20,72.55, S10_1678   , Souveniers And Things Co.           
10215, 1/29/2004 0:00 ,6075.3, Shipped   ,1,1,2004,3,35,100.0, S10_1949   , West Coast Collectables Co.         
10228, 3/10/2004 0:00 ,6463.23, Shipped   ,1,3,2004,2,29,100.0, S10_1949   , Cambridge Collectables Co.          
10245, 5/4/2004 0:00  ,6120.34, Shipped   ,2,5,2004,9,34,100.0, S10_1949   , Super Scale Inc.                    
10258, 6/15/2004 0:00 ,7680.64, Shipped   ,2,6,2004,6,32,100.0, S10_1949   ," ""Tokyo Collectables Ltd""           "
10270, 7/19/2004 0:00 ,4905.39, Shipped   ,3,7,2004,9,21,100.0, S10_1949   , Souveniers And Things Co.           
10280, 8/17/2004 0:00 ,8014.82, Shipped   ,3,8,2004,2,34,100.0, S10_1949   , Amica Models & Co.                  
10291, 9/8/2004 0:00  ,7136.19, Shipped   ,3,9,2004,11,37,100.0, S10_1949   , Scandinavian Gift Ideas             
